overview,media,source
,"GivenGain TWEET givengain.com no Raised in South African rand Give We're busy fixing this button, check back soon. d Patriotic Front United in our Diversity ch comes with tangible results against 1 ANO DA EFF and Illegal foreigners. and honesty nds raised = R1500 funds used = R750 law amendment Bill, which promises to regulate the NGOs sector we as South Africans support possible, United Patriotic Front wil... Read More United Patriotic Front 1566 mbata street Soweto",Twitter/X
,{Call-a-spade-a-spader @Sp... . 4d SAPITY Replying to @Mafika102 They pumping the seeds into our sisters wombs LV1 ild 10K Mafika10 EXE @Mafika102 . 4d Imagine can't accept this ill 9 664 Nkele Mogono @MogonoNkele . 4d Replying to @Mafika102 and @Spade37295887 tv du 503,Twitter/X
,"@BREAKING NEWS Follow @BREAKING NEWS @DKNMOHAMMED . 16h Gmail Neville Gawula <Neville.Gawula@gmail.com> More Information for DEL Neville Gawula <Neville. @gmail.com> @gmail.com> Dear Mpumzi, Thank you for the attack piece you did on DG, Lamati last week. It went well. but not in the report I sent you. This will help you have impactful article this coming Sunday. Attached you will find all the documents to support this week's story. Neville Dept of Labour Employment Emails (Gawula Inc).pdf 5123K Mpumzi Zuzile <mpumz @gmail.com> @gmail.com> Hi Neville, you shared are helpful. Last week's story made me look good, because even ST never had the copy of the report. Mpumzi",Twitter/X
,"Freeman Bhengu @zibuseman . 1d staff that they are all corrupt, they are all traitors from bottom to top, they are cheap sellouts, a disgrace and all deserve to be imprisoned under treasonous act, #imigodoyi yokubulawa. Izinja ild 1778 Kingz_Morgan Following @kingz_morgan Replying to @zibuseman and @homeaffairsZA Simple burn thier houses",Twitter/X
,"ml PATRICIA MASHALE @PATRICI . 1d pouring oil on the fire. Tell your master that u have exposed him, not that we didn't know how u operate,get rid of those who become a thorn in your flesh. U threats are just motivating me more because clearly I hit a nerve Else what are u going to do? Send your goons again to try and kill me? Go back and tell him that this statement is on him should anything happen to me. I'll also save this message and give it to the real authorities. U have the audacity to CRISTIANO CAPETOWN! . 1h Replying to @PATRICIAMASHAL3 Leave our Minister alone please we warn you.. L21 the 11 go PATRICIA MASHALE @ PA . 1h The petition for the President to fire Cele is trending no 1 on X. Please keep on signing and sharing, the power of unity can't be defeated by LV41 il 10,1K go CDICTIANO CADETOIAII",Twitter/X
,(o) TE all Error Occurred Failed since user is not authorized. Sign-in to your account personal dashboard and complaint status. wes@exonic.co.za SIGN IN SIGN UP Forgot Password Terms of Use version 3.1.1+1,Twitter/X
,"Bookmarks Robin Monotti @robinmonotti . 1d ""Early in 2023, genomics scientist Kevin McKernan made an accidental discovery. While running an experiment in his Boston lab, McKernan used some vials of mRNA Pfizer and Moderna Covid vaccines as controls. He was 'shocked' to find that they were allegedly contaminated with tiny Show more SUBSCRIBE Scientists 'shocked' and 'alarmed' at what's in the mRNA shots Rebekah Barnett Getty Images 25,2K 42,1K 3,5M tiziano bonini @tbonini. 2d After 5 years of working together with my new",Twitter/X
,"Pinned Elon Musk @elonmusk Having children is saving the world Dr. Nicole LePera Emotionally healthy, secure adults raising children definitely are saving the world. T21001 14,2K 709K KillshotKitty @KillshotKitty 2d This is another reason I won't have my own. On top of bad genetics being passed down, I don't think I'm secure or emotionally healthy enough to raise a good person for society to have to deal with when they're let loose to the world as adults. tz 182K TONY TM @TONYxTWO 2d The Nuclear Family is the most important thing MAGA tz 122 146K ProXima Centauri & @Proxima What if Hows that",Twitter/X
,FAKE NEWS,Twitter/X
,"Azania @azania1023 . 14h A Corrupt youngest mayor in SA, Chris Pappas. KRUPI Chris Pappas Pappas paid his boyfriend (fiance), JP Prinsloo, R100,000 through uMngeni Tourism NPO just before Christmas in His boyfriend JP Prinsloo is a house wife who is managing tourism and other tenders that flow from the The family company called Growth Spurt Consultancy (GSC) was appointed as consultants at uMngeni Pappas is the KZN Premier candidate for the DA He comourflouges his corrupt activities by speaking Zulu dollars in Mauritius JP Prinsloo Chris Pappas 27 188 38.9K",Twitter/X
,"5G 66% what if I put to you...? Man's NOT Barry Roux W's net Follow 5,821 1.1M",Twitter/X
"This complaint strongly disputes the accuracy of a tweet that is said to contain multiple false claims. It asserts that HSF has initiated legal action against the Minister for mass deportation.
Additionally, the complaint goes beyond just flagging this as disinformation; it also characterizes the tweet as potentially constituting hate speech due to its false nature.","Thread Suzman to interdict the Minister of Home Affairs to Mass Deport the Zimbabweans On 2 September 2023, the Foundation filled papers to stop the Minister 2023 but the Judges Secretary, Dipuo Thaba told the foundation on 14 September 2023 that the matter was dismissed, and will not be heard. In the meantime, the Minister of Home Affairs will be free to round up all Zimbabwean Exemption Permit holders and deport them. The Country waits in bated breath to see the removal of the 178,000 Zimbabweans who are now illegal immigrants in South Africa. MIGRANTS SOUTH AFRICA and and MINISTER or HOME AFFAIRS First Respondent MINISTER OF HOME AFFAIRS First Respondent DIRECTOR GENERAL OF HOME AFFAIRS Second Respondent DIRECTOR-GENERAL OF HOME AFFAIRS Second Respondent SOUTH AFRICA intervaning Respondent SOUTH AFFICA Intervening Respondent the undersigned 2023 abstratively date to be determined by the Full Court (the Honourable Antices NICOLE FRITZ Callo Mailed JA Mothe A.S for or order the following terms state under ORD follows - neter - - These are the facts Two months ago the HSP obtained on order from the Gouteng High Court setting aside the Minister of Home Affairs decision to end the Zimbabwean FOUNDATION'S FOR INTERIM Exemption Permit system (ZEP) which allows Timbobwean permit holders to ENFORCEMENT reside in South Africa It goes without saying that the basis of the order was that the Minister's decision was unlowful A condition of the order was to extend the ZEP for twelve months The Minister is now applying for leave to appeal and if leave is granted. that will automatically suspend the order. In order to preserve the protection the the Helen Suzman Foundation and the subsequent statement Court granted to the permit-holders HSP asked the Minister to agree that the extended expiry date of the ZEP will not run out during the appeal process. such an order in order to safeguard the lowful right of TEE holders to remain in the country in the meantime Siya Qoza. The suggestion that the USE has brought or to nonvent Minister tt",Twitter/X
,"Ismail Abramjee @IsmailAbramjee It appears that someone has successfully registered Umkhonto Wesizwe (MK) as a Possible legal challenge loading IEC SOUTH AFRICA 07 September 2023 The Party Leader uMkhonto Wesizwe (MK) 320 Dr Pixley Isiah Kaseme Street Durban Dear Sir section 15 of the Electoral Commission Act, 1996 (Act 51 of 1996). The registration of the party Further take note that, unless your party is represented in a legislative body, you are required to renew your registration before the last day of January of every year after the year in which the party has been registered This is done in accordance with section 15(6) of the Act We look forward to a continued good relationship and assure you of our continued support on all electeral matters. Yours Sincerely, What M Sheburi Electoral Commission",Twitter/X
The complaint is about a Tweet that is said to be inciting violence.,@Kommander_Josh @Komma... . 28m A Fire Everyweek until @Myanc does the right thing #MassDerpotation of Zimbabweans NEWS SABC News @SABCNews . 3h BREAKING NEWS Reports of a gas explosion in Braamfontein in the Johannesburg CBD. More details to follow. BREAKING NEWS @SABCNews sabcnews.com I SABC News Channel I SABC Radio news I SABC News App SABC NEWS --,Twitter/X
"The complaint is about a Tweet that is said to be inciting violence as it expresses that the user wishes the Helen Suzman Foundation and SERI offices would be on fire and shows a photo of 05 September gas explosion fire in Braamfontein, Johannesburg.",Sekwati mafoho @abelmafhoho I wish the building housing the SERI and HSF offices is of fire,Twitter/X
The complaint is about a user that is said to be calling Julius Malema a cockroach. ,@alfred_cabonena What d do you call this in your language? 17 Quotes 2 Bookmarks AS,Twitter/X
This complaint is about a tweet with a Parliament footage where Julius Malema alleged that the president used to hit his wife,"YaseBlock B @ThisIsColbert ""The president has got a history of beating up his late wife, Pres Zuma can confirm that Nomazizi, the ex-wife of the pres, used to complain to Zuma about being abused"" 6à SONA DEBATE SPEAKER TAKES ISSUE WITH OFFENSIVE LANGUAGE IN THE HOUSE e NCA restress 15 min delayed JSE ALL SHARE . 57,577.74 INDUSTRIAL = 73,641.98 FINANCIAL = 15,224.65",Twitter/X
This complaint is about a Twitter user/account that is making unsubstantiated pronouncements about the cause of the recent fire in Johannesburg's CBD. The account alleges that the fire was initiated by a petrol bomb without concrete evidence or a completed formal forensic investigation to support this claim.,"@BREAKING NEWS @DKNMOH. THE FIRE THAT GUTTERED THE BUILDING IN THE JHB CBD WAS CAUSED BY A ""PETROL BOMB'",Twitter/X
The complaint pertains to a specific tweet that has garnered attention due to its potentially incendiary content. The tweet in question contains images or references to fire and includes implied threats directed towards foreign nationals. ,"operationdudula It Top Latest People 2 015 NEO @NeoNhlonze . 4h Their time will come & i Don't mean next year's elections, we don't need any know my People, there's a reasons why South Africans have a totally different mindsets. Tick tock, tick tock. #PutSouthAficansFirst #Operationdudula Kenny Kunene @Kenny_T_Ku.. . 12h [VIDEO] Woman says water and electricity are free. To Hell with Anc @Ancisacurse 3b Kenny Kunene #PutSouthAfricansR to #OperationDudula #EmploySouthA III",Twitter/X
The complaint is about a tweet said to be misinformation.,"@Kommander_Josh @Komma... . 13h @HelenSuzmanFdn Helen Suzman Foundation is a Terrorist Organisation. They killed 76 people at Marshalltown Johannesburg CBD. They will pay dearly for this. 1700 ( One Thousand Seven Hundred) buildings are Hijacked in the Coty because of this Terrorists. @OperationDudula Nicole Fritz @Nicole_Fritz . 1d There would be enough grief and sadness today for the fact that 73 innocent people died, many of them, no doubt, children. ild 1245",Twitter/X
"The complaint is about a Tweet that is said to be misinformation, stating that the ANC is rigging the elections in advance by letting foreign nationals come to the country and giving them fraudulent ID.",@Kommander Josh @Komma.. . 40m PATRIOTS@OperationDudula This is How @Myanc Rig Elections in 1. Open Borders & Let Everyone In. 2.Give Zimbabweans ZEPS and Later IDs National Population Register & Frustrate the Madafakhas. @IECSouthAfrica NC AN NC ANC ANC AN LT1 lll 218,Twitter/X
"The complaint is about a Tweet, said to be mis/disinformation re the City of Ekhurhuleni power and water cuts.","III 28% Economic Freedom... EFF Follow @EFFSouthAfrica Must Watch The City of Ekurhuleni MMC for Finance Commissar @DungaLeko leading operation #SiyacimaManjeNamhlanje in Beyerspark, Boksburg. -So we have turned off their electricity, our team is currently engaged in a process of turning off their water supply! #EFFInGovernment",Twitter/X
,Africa Dudula News According to the Johannesburg City building was hijacked by a syndicate of foreigners who were taking rent from the tenants. They were then arrested but later released by the court. SEARCH RESCUE 4 Bookmarks,Twitter/X
The complaint is about a tweet that is inciting violence agaisnt the Helen Suzman Foundation and also Hate Speech directed against them.,Sentletse @Sentletse Helen Suzman Foundation and Amnesty International are protesting against Russia. They must be moered with teargas and rubber bullets. We must not tolerate Nazi sympathizers. Sussex Fighter @Fighter Su... . 22 Aug Replying to @Sentletse Their spokesperson Genevieve Quintal is on NewzRoom now making all kinds of noise. Sentletse @Sentlet... 22 Aug She @GenMQ is talking nonsense,Twitter/X
"The complaint concerns a tweet containing a video in which Kenny Kunene alleges that certain non-profit organizations (NPOs), including the Helen Suzman Foundation and SERI, are being paid by building hijacking syndicates.","Nnono Follow @Nnono_D Johannesburg CBD, Helen Suzman, SERI, and #Jhbfire, Kenny Kunene is saying these NGOs are paid by these high jacking syndicates BLACKOUTS I STAG BREAKING NEWS President Ramaphos will this evening address the nation o the outcomes of the 15th BRICS Summit Ramaphosa will also give an update on th investigation into th docking of the Lady vessel in Cape Town OBURG TRANSPORT MMC eNCA.co",Twitter/X
"The complaint revolves around a tweet by Ike Khumalo, previously arrested for inciting unrest, blaming the Johannesburg Marshalltown building fire on the Helen Suzman Foundation, African Diaspora, Simba Chitando, and Benson. ","it LTÉ all IKE THAMSANQA KHUMALO (THE_C... @IKEKHUMALO2 HELEN SUZMAN FOUNDATION AND AFRICAN DIASPORA MUST HOUSES DESERVE A THANK YOU NOTE 4 THIS DISASTER THAT THEY'VE ORCHESTRATED! Newzroom Afrika @Newzroom405 . 9h Minister in the Presidency Khumbudzo Ntshavheni, who is in Marshalltown where at least 73 people died in a fire, says NGOs should work with government instead of going to court to prevent the removal of peo... NEW ROOM AFRIKA Qx",Twitter/X
"The complaint is about a Twitter user who is said to be spreading mis/disinformation about the elections, saying that South Africa's elections will be rigged and is giving a percentage in advance.","@BREAKING NEWS @DKNMOHAMMED (EXCLUSIVE)ALLEGEDLY NB! BE CAMPAIGNING FOR NEXT YEAR'S ""ANC"" WILL WIN THE NATIONAL GOVERNMENT ELECTIONS BY ""53.2%"" NEXT YEAR!!!",Twitter/X
The complaint concerns a post suggesting that the 20 deceased individuals from a recent fire tragedy were illegal immigrants from Zimbabwe. ,MTN-SA 9% @Kommander_Josh Follow @Kommander Josh 20 Illegal Immigrants from Zimbabwe die from Fire from a Hijacked Building in Johannesburg CBD. They death. 80% of Buildings in Joburg CBD are Hijacked @Operation Dudula We don't Concerned & Strident @ConcernedOwen . 2h Replying to @Kommander_Josh@MYANC and @Operation Dudula Xenophobic fire will be taken to court any minute now. @Kommander_Josh@Kommander_Josh . 1h Xenophobic Flames,Twitter/X
This complaint brings to light a significant concern regarding the omission of information about the nationalities of the individuals responsible for the tragic murder of John Makola. It underscores that mainstream media outlets have refrained from disclosing these key details. The complainant asserts that this omission may unintentionally contribute to heightened tensions within the community of Diepsloot.,"@joy_zelda is John Makola who was brutally murderer in Diepsloot Please "" M for fighting This for his community He was Killed by Zimbabweans Retweet his image until his Killers are arrested #PutSouthAfricansFirst 42% 1. John Makola 948 Donante -",Twitter/X
This complaint alleges that President Ramaphosa has made false statements to the President of China. ,Sentletse @Sentletse Ramaphosa is openly lying to Xi Jinping that the apartheid Prime Minister JG Strijdom ran away when women marched to the Union... more 90.1K Swipe up for more,Twitter/X
This complaint centers on allegations made by the EFF who are accusing individuals in positions of authority of racism. ,"No SIM 38% Economic Freedo... Follow Tweets tz Economic Freedom Fighters Retweeted EFFWestern Cape @EFFWeste.. 21h EFF WC deeply condemns the speaker of Purchase, the Executive Mayor, @geordinhl & the racist @Our_DA administrator for allowing the Cape Ntshuntshe in the month of women. #DAMustFall NEW ROOM tv 126 III 44, III",Twitter/X
The complaint is about the EFF inciting violence.,"No SIM 38% Economic Freedo... Follow Tweets tz Economic Freedom Fighters Retweeted EFFWestern Cape @EFFWeste.. 21h EFF WC deeply condemns the speaker of Purchase, the Executive Mayor, @geordinhl & the racist @Our_DA administrator for allowing the Cape Ntshuntshe in the month of women. #DAMustFall NEW ROOM tv 126 III 44, III",Twitter/X
The complaint is about a Tweet said to be disinformatin.,"15% Tweet Popular Video Geordin Hill-Lewis Follow @geordinhl The EFF tried to disrupt our Council meeting today, but failed. I'm glad they did it - the EFF represents violence and chaos for SA's future, while the DA represents the rule of law and growing prosperity for all. That's the choice! @Our_DA and a growing descent for South Africa into lawlessness. Xx Tweet your reply",Twitter/X
The complaint centers around claims made against the Economic Freedom Fighters (EFF) and Julius Malema regarding their alleged involvement in the VBS Mutual Bank scandal. ,Sir Cabonena Alfred ... @alfred_cabonena EFF looted the VBS. EFF is a gathering of thieves and gangs.,Twitter/X
,"in housebreaking, was nabbed by the community in Cosmo City. The young girl came to South Africa when she was 13, through an open border in Beitbridge, she met her armpit gang members who taught her how to do crime in south Africa and get away with it, she was found with over 50 stolen key of the targeted houses for roberry. She is one of the hard-working domestic worker who are employed FarmMurder across the country.",Twitter/X
,"86% Tweet in Sekhukhune are currently cleaning their communities, another group of illegal armpit gang Zimbabwean witches who performing satanic rituals were chased away. The UK also complained about Zimbabweans who are hijacking any vacant land to perform their satanic rituals. Tweet your reply",Twitter/X
,@Kommander_Josh @Kommand . 21h #Operation Dudula Is Government of the Day When @MYANC is Sleeping on Duty. why South Africans are not allowed in that 2. We Going to the Nigerian Embassy to Fire Final Warning shots We & Mphakahthi are Undisputable IZIMBOKODO OPERATION DUDULA PRESENTING DRUG EMBASSY AND DEPT SOCIAL DEVELOPMENT IN SUPPORT OF XOLANI KHUMALO AND CREW Meeting point #massdeportation will be communicated PPutSouthAfricansFirst soon injecting into second Sigokthola has proven that Stortgothing most drug peddlers are Nigerians... Operation Dudula 0786971538 ild 1543 go,Twitter/X
The complaint is about a Twitter post that is said to be mis/disinformation regarding the Riverlea incident.,"MTN-SA 3G 68% Tweet are illegal miners have been sent to their makers by other group of illegal miners. Illegal miners have turned Riverlea into a war zone, the residents in the area are afraid to leave their homes, especially at night hundreds of dangerous illegal miners are the community. tv Tweet your reply",Twitter/X
"This complaint addresses a tweet featuring a fabricated ""City Press headline"" suggesting media complicity in gaslighting South Africans regarding immigration, drugs, and human trafficking. ","Corruption-Hater @MadiBoity would have penned an article with this SUNDAY, 23 JULY 2023 City Press houses funded South Africans on immigration, drugs and human trafficking?",Twitter/X
The complaint is about a tweet that is said to be misinformation.,Tweet YES YesCape Referendum @YesCapeOrg with the ANC in 2024. DA A DEAL WITH THE DEVIL YES,Twitter/X
,"lowetan SOUTH AFRICA Illegal mining will cause Jozi to cave in - expert With no official cause named, experts point fingers to zama zamas BY NOXOLO SIBIYA AND JEANETTE 21 July 2023 - CHABALALA -",Twitter/X
"The complaint is regarding Freeman Bhengu, affiliated with the All Truck Drivers Forum and Operation Dudula, has posted a tweet containing a video depicting violence against a man, accompanied by xenophobic rhetoric. ",Freeman Bhengu @zibuseman . 21h Now I know why these guys never do crime in their countries ! South Africans are soft and easy targets because of and incompetent government.,Twitter/X
"The complaint is about a tweet in question alleges that John Steenhuisen, the Democratic Alliance (DA) President, has exploited a legal loophole to secure loans from the Bezos Foundation, using the Cape as collateral, said to be disinformation.",H.M Smith @Stoute_SA loophole in the legal system to use the Cape as collateral for his loans from the US-based Bezos Foundation. Also alleged - The USA wants control of the Cape trade route (European-Asian sea route). 459 Retweets 57 Quotes 78 Bookmarks,Twitter/X
The complaint is about a Tweet said to be spreading misinformation about the Covid vaccine.,"Nice pun. @Witleeu Retweeted The Vigilant Fox @VigilantFox . 16h Is Looking Very Bad,"" Says Dr. Peter McCullough ""SV40 is a known cancer-promoting segment of DNA. And yes, they're in the shots,"" reported @P McCulloughMD. cancer through SV40, and they Show more CANCER VIRUS FOUND IN COVID SHOTS TALEN JONES SHOW- RACYFACT.INFO FREEW@RLDNEWSTV INFOWARS.COM INFOWARSSTORE.COM NEWSWARS.awn 16,6K 23,3K 2,2M T2S.AI @T2sAi",Twitter/X
The complaint is about the ongoing cyber bullyig of Lady Zamar  after losing in court.,"LTÉ all ""Lady Zamar"" It Top Latest People Photos Videos FACE THAT LAUNCHED A THOUSAND TWEETS 19 44 ATHER BRINGS MOTHERLAND TOUR 2023 TO SA WITH BANQUET DINNER THEMED 'GO BLACK OR DON'T BO 26,5K Lady Zamar @Lady_Zamar 31m Replying to @Lady_Zamar Starring_Milano_Makoya TM @Milan... 1m Replying to @Lady_Zamar Solution sometimes to your problems 43,6K KhalangaElectrical @Khalang 7h khalangagroup Replying to @Lady_Zamar A man must make his family never S the dark. Get a solar system with us 4 e E",Twitter/X
,Afrika Thabiso @AfrikaTh... #MalemaOnFrankDialogue..she swallowed the Mic bcos she know EFF has an appointment with the future in 2024 #EFFTurns10 ild 724,Twitter/X
,"Hughes @MainlandAfrica . 4h going to be problematic to handle. So, the CIA devised a twofold plan. 1. Expel Malema from the ANC & sow divisions btw Zuma & Malema. 2. Form the EFF & use it to unseat Zuma. EFF became a crucial component of Zuma Must Fall Campaign.",Twitter/X
,. 4h Best CIA devised a twofold plan. -That Expel Malema from the ANC & SOW divisions between Zuma & Malema. -Form the EFF & use it to unseat Zuma. -EFF became a crucial component of Zuma Must Fall Campaign for his party. This guy is sh*t L217 ild 3532,Twitter/X
,"The Special one @Nhleiks5 . 3h Don't blame President Zuma for going to Russia for his health issues, there's two criminals, Karyn Maughan and Billy Downer, roaming our streets freely for leaking his confidential medical records",Twitter/X
,"Gayton McKenzie @GaytonMcK . 7h What is unlawful is for South Africans to die because of a lack of oxygen whilst people who are here illegally are receiving hospital beds during covid because beds were occupied by illegal. Take your best shot @simbachitando simba chitando 0 @simbachi... 1d Absolutely shocking. I'm going to look into legal recourse for this conduct, which is obviously unlawful.",Twitter/X
"The complaint is about a Twitter comment that is said to be hate speech which says in response to a tweet that 1 suspected illegal miner was killed in a shootout with police and 28 others arrested, that it would have been better if the headline was that all 29 illegal miners met their maker",Freeman Bhengu @zibuseman . 6h Suspected illegal miner killed in shootout arrested. L216 Lesiba Thabetha Follow @GuptaLesiba Replying to @zibuseman The tweet would've been sweetest isf it said 29 illegal miners met their maker.,Twitter/X
,"MR-MBULAZI. @MrMbulazi_SA When someone is making moves to your woman, paralyze his heart with a bullet. Don't miss. 4 Bookmarks",Twitter/X
,OTE IDEN Black Habits @MOORSSS4 But since the judges are on his Payroll they will protect him until they out of Power.. If not Cyril will expose them with evidence.....or maybe they threaten their family #CR17BankStatements One day he will be out of power. The rain will fall on him. All his cases with evidence will go back to court...,Twitter/X
"The complaint is about a post that is said to be misiformation, the post is said to look like it may have an edited font applied.","ANC SECRETARY GENERAL I Cde Mbalula MbalulaFikile This is stratcom of the new era, Enca purported reportage is fake and besides the comments attributed to Thembi Nkadimeng is just a barrage ANC SECRETARY GENERAL I Cde Mb. @MbalulaFikile eNCA o @eNCA with the ANC around how we plan to work and govern together are at an advanced stage. For no diamenable to give further details but only to con leadership of the ANC have acce and and eNCA @eNCA ANC NEC member, The Nkadim party is open to having discussion n o sition es. eng says the ANC is the DANDACA #DStv403 #Questi All TANC AFICAN NCA us WOMEN BEAT WALES 3-0 IN PO FRIENDLY NEWS FIVE TRUCKS SET AUGH",Twitter/X
,"More Tweets The Special one @Nhleiks5 . 7h any election or court case, , money won 4 918",Twitter/X
The complaint is about a user that retweeted a post said to be incitement to violence.,"Freeman Bhengu @zibuseman . 15h This is how you deal with illegal Foreigners. South Africa learn. @AJEn.. . 23h Migrants from sub-Saharan Africa are being forced out of the Tunisian coastal city of Sfax where racial tensions have led to violence SFAX, TUNISIA ALJAZEERA after months of racial tensions led to violence on the streets. 25.5 du 158",Twitter/X
,"LTÉ ++ .Il Freeman Bhengu Follow Tweets tt Freeman Bhengu Retweeted Mohapi Letube @MLetube87189 . 5h Enough is enough ka illegal foreigners,now them go back to their countries, we want our country back,ANC, DA and EFF they and klaar. Freeman Bhengu @zibuseman . 6h Inside beneKant, down with ANC DA EFF and Illegal Foreigners immigrants or amakwerekwere LV4",Twitter/X
"The complaint is about a Tweet regarding the WHO, said to be disinformation and scaremongering.","Tweet @CilComLFC Organization has finally admitted that THOUSANDS of fully jabbed mothers are giving birth to babies with 'severe heart defects'. This is Satanic. WHO Admits That Fully Jabbed Moms Are Giving Birth to Babies With Severe Heart Defects Fact checked July 4, 2023 Sean Adl-Tabatabai 2 Comments",Twitter/X
,"Tweet It's us against them Follow Replying to @anglopheonix and @TalkTV and always happens the same way. He did the same and even boasts about deaths of many White people who were just Farmers leading to a Civil War. Then with the white farm owners dead the land was given to the citizens. Only one problem. None of them knew how to farm so they suffered huge famine and once again the Government blamed the ""white people"" for not teaching them Agriculture. Where do they think we learned it? go OB YLAN IEF TRADE FALL AY BALCONT 12/6 @anglopheonix and @TalkTV Spot on.",Twitter/X
The complaint is about a Tweet that is said to be spreading disinformation regarding Judge Zondo's appointment as CJ.,"Banele @Gentlements Very dangerous and reckless comments from the CJ of SA. No court of LAW or his ""state capture commission"" has proven that there was state capture. He forgets that his ascending to CJ position was for him to exempt Ramaphosa from Glencore corruption. HSRC SRC the CSIR International Convention Centr NEW ROOM FRIKA",Twitter/X
The complaint is about a tweet that is said to be mis/disinformation regarding the covid vaccine.,"Patrick Webb Follow Tweets Pinned Tweet Patrick Webb @pwleaks . 12h the unvaccinated in all age-groups, according to the UK Government. 6 945 333K Patrick Webb @pwleaks . 12h THE Replying to @pwleaks DC UN WARNING Do theleadingreport.com Unvaccinated in all age-groups Patrick Webb @pwleaks . 12h Replying to @pwleaks These are age-standardized figures. Th no other conclusion that can be found st that",Twitter/X
The complaint is about a tweet that is said to be spreading disinformation about the President.,"Diepsloot Top Latest People Photos Videos news24.com Zimbabweans' fight not over, despite Motsoaledi's permit e... Mnu. Mahlalela 1 @MnuMahlal.. . 9h You can always tell when someone isn't with us. The energy is just not the same. movement Witchcraft Uncle Waffles Diepsloot Godfrey Sapula Mayanja Nzambiya TikTok e don selassi CT 37 18K Avant Prime @avantprime_ . 1h Don't hesitate to call us Malema mzambiya pearl thusi Bath uncle waffles miss SA diepsloot bull South Africans size 6 gavton khosi twala.",Twitter/X
The complaint is about a post said to be misinformation.,"Mail Tweet X EFF EFF Tshwane Region TSHWANE REGION @TshwaneEff We understand that freedom of expression is an important value in our society, but we won't tolerate this. @tshwane mayor the EFF in Tshwane is giving you 24 hrs to remove this billboard. President Ramaphosa ARRESTPUTIN AMAZ Kananelo @kaysexwale . 2h don't want Putin arrested either, but I understand this freedom of expression that eludes you.",Twitter/X
,"May Thulane multiply and when he is done in Klerksdorp he should kindly go to Rustenburg Elmar @Elmar2011 . 6h Could this be True? Yes it's. Is Happening across SA, even in Pretoria. Someone called Thulane have murder more than 10 Nigeria in the name of I hate Nigerians. so many Nigerian's ar... du 3198",Twitter/X
The complaint is about a Tweet that is said to be reffering to Andre De Ruyter as a fugitive.,Thabo Makwakwa @ThaboMakwakwa It has emerged that fugitive former Eskom CEO Andre De Ruyter acted against an instruction by the National Treasury not to cancel the tender contracts that were awarded to six black owned companies. De Ruyter interfered with procurement and to his preferred companies that are alleged to have close ties with him. Eskom om,Twitter/X
The complaint is about a video showing members of operation dudula  carrying out their vigilante 'operation'. It is misleading as it looks as though it is an army led operation. ,Operation Dudula @Operatio... . 21h Companies in our communities that do not hire South Africans because they wish to use cheap illegal immigrants are to be closed down until they comply #operationdudula #dudula #PutSouthAfricaFirst,Twitter/X
"The complaint is about a retweet by Zandile Dubuala, said to be hate speech, saying that ""there is no court or media house that can stop us from evicting foreigners. ""","tt Zandile Dabula Retweeted 10 Mar Let me make this clear, there's is no court that can stop #Operation Dudula and #PutSouthAficansFirst evicting illegal foreigners from on SA building. Not even We will not rest until illegal foreigners leave our country. Clear? 39,8K",Twitter/X
"The complaint is about disinformation and hate speech, it is said that Pakistanis are being blamed for the murder of a South African","his wife were killed by illegal Pakistani foreigners, his wife was cut into pieces by illegal Pakistani foreigners, he was working with the community to fight poisonous food items. He was not a member of #Operation Dudula but a government official. @HelenSuzman Fdn and @SERI _RightsSA are responsible for their death.",Twitter/X
The complaint is about a comment on a Tweet  that is reffering to foreign nationals with a racial slur,"sizwesakithi @sizwesakithi1 Replying to @vusi74285522 @GODFatherD4th and 2 others You are right, patriot. This kwere must go and do the research himself or if he prefers denying and arguing, then he can go and argue with his kwere ancestors, not here. #PutSouthAficansFirst #ATDF",Twitter/X
The complaint is about a Tweet. where the author refers to the South African Human Rights Commission as a terrorist organization because it has weighed in about the human rights of migrants.,Bee Lolo Tweets WITO focus on problems of foreigners & ignore SAns dl 67 Bee Lolo Retweeted Duduzilei @SothoDudu . 25m It's based on the fact that you have long gone rogue and discarded the mandate of protecting human rights of South Africans. You have turned into a terrorist organisation hellbent on creating anarchy @GovernmentZA stop finding terrorists. SAHRCommission @SAHRCo... . 3h Replying to @PatNkosi4983 Good day What is that statement based on? ill 123 tt Bee Lolo Retweeted LUCKY KUNENE @LuckyKu... 2h That podcast is now boring. You never learn anything besides useless gossip about Jollofinas ild 141 tt Bee Lolo Retweeted III,Twitter/X
The complaint is about a Twitter user that is said to be spreading misinformation re South Africa going through a color revolution.,"Thread Sizwe SikaMusi @SizweLo Many South Africans are unaware that their country went through a ""colour mainly responsible for the current Sizwe SikaMusi @SizweLo . 11h Replying to @SizweLo nation's government, whether attempted or successful. ill 36,1K Sizwe SikaMusi @SizweLo . 11h are often, but not always, associated with",Twitter/X
The complaint is about a Tweet that appears to provide a misleading account of what Reuters reported.,"Spriter @Spriter99880 South Africa has new details on the According to Reuters, South Africa confirmed that the weapons were sent to Russia, but no one gave permission for this. According to the government of the private export of weapons to Russia. REUTERS South Africa hits back at U.S. accusations of arms shipment to Russia By Kopano Gumbi, Wendell Roelf 4 MIN READ JOHANNESBURG (Reuters) -South African officials on Friday hit back at U.S. accusations that a sanctioned Russian ship had picked up weapons from a naval base near Cape Town late last year, a move investors feared could lead Washington to impose sanctions.",Twitter/X
